# index, name, full_name, locality, group, is_host, _pos
19353,Oesophagostomum roscoei,,,NA,0,"array([ 64.47210009, -72.90945669])"
19354,Oesophagostomum simpsoni,,,Mammalia,0,"array([ 58.81457845, -76.70972001])"
19355,Oesophagostomum walkeri,,,Mammalia,0,"array([ 60.84247696, -72.53447216])"
19356,Oesophagostomum yorkei,,,Mammalia,0,"array([ 55.87955692, -85.5627887 ])"
19357,Oxyuris karamoja,,,Mammalia,0,"array([ 84.54168426, -99.43471122])"
19358,Parabronema africanum,,,Mammalia,0,"array([ 94.90141853, -92.68639533])"
19359,Parabronema rhodesiense,,,Mammalia,0,"array([ 95.5026499 , -94.38868521])"
19360,Elephantulus brachyrhynchus,"Parasubulura gerardi Berghe & Vuylsteke, 1938",Zimbabwe,Nematoda,1,"array([-121.18039164,  474.44181793])"
19361,Parasubulura gerardi,,,Mammalia,0,"array([-123.9427266 ,  475.09978128])"
19362,Physaloptera canis,,,Mammalia,0,"array([ 24.04004712, -60.71819026])"
19363,Galago senegalensis,"Primasubulura otolicni (van Beneden, 1890)",Zimbabwe,Nematoda,1,"array([-196.28410182, -392.3703282 ])"
19364,Primasubulura otolicni,,,Mammalia,0,"array([-196.98749189, -395.11837123])"
19365,Pygarginema africana,,,Mammalia,0,"array([ 71.69607808, -75.4608827 ])"
19366,Quilonia africana,,,Mammalia,0,"array([ 93.63538617, -93.97433313])"
19367,Setaria yorkei,,,Mammalia,0,"array([ 75.42720335, -72.21467653])"
19368,Skrjabinodera kuelzii,,,Mammalia,0,"array([ 61.85920832, -74.37842934])"
19369,Strongylus tremletti,,,Mammalia,0,"array([ 85.41228281, -97.25327933])"
19370,Trichostrongylus hamatus,,,Mammalia,0,"array([ 68.09808056, -72.94014029])"
19371,Trichuris barbertonensis,,,Mammalia,0,"array([ 59.88304142, -72.34219795])"
19372,Troglostrongylus subcrenatus,,,NA,0,"array([ 32.96612746, -61.41872181])"
19373,Acanthochasmus inerme,,,Teleostei,0,"array([68.88516153, 25.13450081])"
19374,Allopodocotyle pedicellata,,,Teleostei,0,"array([65.89282456, 25.18754819])"
19375,Anisocladium fallax,,,Teleostei,0,"array([46.1721658, 48.4675289])"
19376,Anisocoelium capitellatum,,,Teleostei,0,"array([41.33195875, 55.47055009])"
19377,Aponurus laguncula,,,Teleostei,0,"array([62.81806929, 37.58330243])"
19378,Bacciger bacciger,,,NA,0,"array([46.31823656, 25.10740332])"
19379,Tapes decussatus,"Cercaria ophicerca Palombi, 1934",Spain + Andalusia,Trematoda,1,"array([42.17516502, 21.11983289])"
19380,Bacciger israelensis,,,Teleostei,0,"array([57.30941425, 38.4101091 ])"
19381,Abra tenuis,"Meiogymnophallus rebecqui (Bartoli, 1983)",Western coast of British Isles,Trematoda,1,"array([27.77689737, 23.64075444])"
19382,Bucephalus anguillae,,,NA,0,"array([37.45476065, 10.68990711])"
19383,Aphanius fasciatus,"Heterophyes heterophyes (Siebold, 1853)",Egypt,Trematoda,1,"array([38.00657665, -8.67961842])"
19384,Bucephalus margaritae,,,Teleostei,0,"array([57.1926461 , 17.30559092])"
19385,Bucephalus polymorphus,,,Teleostei,0,"array([39.98621388,  9.35601862])"
19386,Calycodes anthos,,,Reptilia,0,"array([-14.30350695,  70.95548247])"
19387,Derogenes latus,,,Teleostei,0,"array([52.44013748, 36.20521951])"
19388,Derogenes varicus,,,Teleostei,0,"array([38.51522662, 33.37773442])"
19389,Deropristis inflata,,,Teleostei,0,"array([38.94820567, 14.65028242])"
19390,Dicrogaster contractus,,,Teleostei,0,"array([44.97070284,  4.41991471])"
19391,Diphterostomum brusinae,,,Teleostei,0,"array([53.03020801, 29.18631314])"
19392,Dolichoenterum longissimum,,,Teleostei,0,"array([60.90783439, 31.00479336])"
19393,Ectenurus lepidus,,,Teleostei,0,"array([55.54846734, 48.64288424])"
19394,Enodiotrema megachondrus,,,Reptilia,0,"array([-15.20646385,  69.38135375])"
19395,Gymnophallus fossarum,,,Bivalvia,0,"array([22.44667209, 21.2028462 ])"
19396,Haplocladus typicus,,,Teleostei,0,"array([61.34563272, 48.71892442])"
19397,Haploporus benedenii,,,Teleostei,0,"array([47.84817675,  1.71739069])"
19398,Helicometra fasciata,,,Teleostei,0,"array([45.35833727, 29.01206308])"
19399,Hemiurus communis,,,Teleostei,0,"array([38.04390644, 26.77428689])"
19400,Holorchis pycnoporus,,,Teleostei,0,"array([51.4385682, 27.6138045])"
19401,Lasiotocus mulli,,,Teleostei,0,"array([50.53608323, 44.33793971])"
19402,Lecithaster atherinae,,,Teleostei,0,"array([43.41104115, 16.91835419])"
19403,Lecithaster confusus,,,Gastropoda,0,"array([43.00287554, 24.61230962])"
19404,Lecithaster stellatus,,,Teleostei,0,"array([77.7162653, 35.8174593])"
19405,Lecithochirium musculus,,,Teleostei,0,"array([42.43734984, 22.10133057])"
19406,Lecithochirium rufoviride,,,Teleostei,0,"array([40.15442492, 27.30712644])"
19407,Lepidapedon elongatum,,,Teleostei,0,"array([43.65500045, 38.8475229 ])"
19408,Lepidauchen stenostoma,,,Teleostei,0,"array([48.96746055, 29.5406404 ])"
19409,Lepocreadium album,,,Teleostei,0,"array([55.86491321, 24.75790274])"
19410,Lintonium vibex,,,NA,0,"array([65.76676692, 58.17307902])"
19411,Lomasoma wardi,,,Teleostei,0,"array([46.13373887, 45.33421853])"
19412,Monascus filiformis,,,Teleostei,0,"array([57.16803858, 47.64012195])"
19413,Monorchis monorchis,,,Teleostei,0,"array([54.03559652, 29.01782064])"
19414,Opechona bacillaris,,,Teleostei,0,"array([55.6958561 , 38.25552727])"
19415,Opecoeloides furcatus,,,Teleostei,0,"array([49.47833667, 41.40229232])"
19416,Orchidasma amphiorchis,,,Reptilia,0,"array([-17.15410124,  69.73614389])"
19417,Orophocotyle divergens,,,NA,0,"array([ 76.38403969, 118.50177928])"
19418,Orophocotyle planci,,,Teleostei,0,"array([68.05485612, 94.2766904 ])"
19419,Pachypsolus irroratus,,,Reptilia,0,"array([-13.50676796,  69.39369818])"
19420,Plesiochorus cymbiformis,,,Reptilia,0,"array([-16.84972571,  68.79658431])"
19421,Pleurogonius trigonocephalus,,,Reptilia,0,"array([-2.68135405, 34.36176812])"
19422,Podocotyle atomon,,,Teleostei,0,"array([31.65617488, 20.60054669])"
19423,Proctoeces maculatus,,,Teleostei,0,"array([50.88729008, 25.38577074])"
19424,Proctotrema bacilliovatum,,,Teleostei,0,"array([50.30763857, 42.83129921])"
19425,Prosorhynchus crucibulum,,,Teleostei,0,"array([50.1245952 , 28.37758162])"
19426,Rhytidodes gelatinosus,,,Reptilia,0,"array([-16.4681151 ,  70.01578838])"
19427,Saccocoelium obesum,,,Teleostei,0,"array([45.57107647,  3.12676307])"
19428,Saccocoelium tensum,,,NA,0,"array([47.30451604,  4.08316579])"
19429,Lichia amia,"Plerurus digitatus (Looss, 1899)",Southwest Indian Ocean,Trematoda,1,"array([60.94026246, 55.39306542])"
19430,Sclerodistomum italicum,,,Teleostei,0,"array([61.71131987, 55.53647342])"
19431,Stephanostomum bicoronatum,,,Teleostei,0,"array([55.13557226, 25.19779374])"
19432,Stephanostomum caducum,,,Teleostei,0,"array([33.68522374, 38.73207336])"
19433,Stephanostomum cesticillum,,,Teleostei,0,"array([50.95469298, 37.17739523])"
19434,Stephanostomum minutum,,,Teleostei,0,"array([40.52671519, 54.70235598])"
19435,Sterrhurus musculus,,,Teleostei,0,"array([60.74296383, 43.89028392])"
19436,Synaptobothrium caudiporum,,,Teleostei,0,"array([49.97957624, 50.90549174])"
19437,Tergestia acanthocephala,,,Teleostei,0,"array([49.29407879, 35.21770596])"
19438,Timoniella imbutiforme,,,Teleostei,0,"array([38.53233853, 18.28694017])"
19439,Holorchis legendrei,,,Teleostei,0,"array([58.31542428, 25.38210108])"
19440,Fischoederius cobboldi,,,Mammalia,0,"array([ 50.39587056, -60.74262235])"
19441,Myotis longipes,"Prosthodendrium (Prosthodendrium) minus Groschaft & Tenora, 1971",Middle East + Asia Minor,Trematoda,1,"array([ -15.4985248 , -103.45102125])"
19442,Prosthodendrium minus,,,NA,0,"array([ -7.31939929, -98.23302787])"
19443,Bulinus globosus,"Schistosoma mattheei Veglia & Le Roux, 1929",Zimbabwe,Trematoda,1,"array([ 40.8335703 , -44.72175613])"
19444,Schistosoma haematobium,,,Mammalia,0,"array([ 38.07412674, -39.25908926])"
19445,Biomphalaria sudanica,"Schistosoma rodhaini Brumpt, 1931",Zaire,Trematoda,1,"array([ 37.71886471, -45.80533484])"
19446,Schistosoma mansoni,,,Mammalia,0,"array([ 25.40484475, -47.8523147 ])"
19447,Luxilus zonistius,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([ 8.7105677, 18.3730868])"
19448,Allocreadium lucyae,,,Teleostei,0,"array([12.37344987, 18.52468583])"
19449,Alloglossidium corti,,,NA,0,"array([17.41901389, 12.06439391])"
19450,Apophallus venustus,,,Mammalia,0,"array([20.39979504, -7.29376498])"
19451,Azygia longa,,,Holostei,0,"array([26.65057182, 11.34218899])"
19452,Baschkirovitrema incrassatum,,,NA,0,"array([ 20.78292432, -30.10901236])"
19453,Bucephaloides pusillus,,,Teleostei,0,"array([15.03973483, 23.85510847])"
19454,Clinostomum marginatum,,,NA,0,"array([16.85292189, 10.14036898])"
19455,Crepidostomum cooperi,,,Teleostei,0,"array([21.12868379,  8.53763904])"
19456,Enhydridiplostomum alarioides,,,NA,0,"array([ 21.97204838, -26.60832129])"
19457,Hasstilesia tricolor,,,Mammalia,0,"array([ 27.31340333, -55.79270752])"
19458,Homalometron armatum,,,Teleostei,0,"array([18.65359412,  8.19827846])"
19459,Neochasmus ictaluri,,,Teleostei,0,"array([ 3.16466703, 29.19578451])"
19460,Nudacotyle novicia,,,Mammalia,0,"array([ 11.46180006, -45.32857147])"
19461,Pisciamphistoma stunkardi,,,Teleostei,0,"array([13.54360455, 11.59645349])"
19462,Polylekithum ictaluri,,,Teleostei,0,"array([16.4786237 , 12.91316743])"
19463,Posthodiplostomum minimum,,,NA,0,"array([18.71022535,  8.87838091])"
19464,Cottus paulus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([12.20343338, 19.28879616])"
19465,Elassoma zonatum,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([10.83984213, 20.3884397 ])"
19466,Erimyzon oblongus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([ 9.6192357 , 16.19563372])"
19467,Hypentelium etowanum,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([ 9.06363505, 16.82299763])"
19468,Moxostoma carinatum,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([10.43604582, 16.65831743])"
19469,Nocomis leptocephalus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([15.37007533, 18.84845116])"
19470,Notropis baileyi,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([11.36063263, 19.6107451 ])"
19471,Lythrurus bellus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([13.22781664, 20.66566061])"
19472,Cyprinella caerulea,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([13.6229525 , 19.22783295])"
19473,Cyprinella callistia,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([12.11136428, 21.44097335])"
19474,Luxilus chrysocephalus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([ 8.94089858, 18.99077307])"
19475,Notropis texanus,"Posthodiplostomum minimum (MacCallum, 1921)",United States,Trematoda,1,"array([14.2770424 , 19.86788615])"
19476,Alaria americana,,,Mammalia,0,"array([ 20.71012491, -39.16073529])"
19477,Alaria marcianae,,,Mammalia,0,"array([  9.05057256, -37.15582498])"
19478,Alaria mustelae,,,Mammalia,0,"array([  7.88644141, -39.56726168])"
19479,Brachylaima fuscatus,,,Aves,0,"array([-15.95867412, -15.31656405])"
19480,Brachylaima rauschi,,,Mammalia,0,"array([  6.58664305, -75.53943711])"
19481,Catatropis verrucosa,,,Aves,0,"array([ 6.49033167, -9.95825835])"
19482,Cotylurus cornutus,,,Aves,0,"array([  7.57898816, -12.00497844])"
19483,Crepidostomum farionis,,,Teleostei,0,"array([30.61520247,  8.92837187])"
19484,Cryptocotyle lingua,,,Aves,0,"array([26.65559649,  8.01232465])"
19485,Cyclocoelum mutabile,,,Aves,0,"array([ -3.27431805, -13.901     ])"
19486,Cyclocoelum tringae,,,Aves,0,"array([-11.05631282,  -1.79982239])"
19487,Echinoparyphium aconiatum,,,Aves,0,"array([  6.70701626, -18.10812863])"
19488,Echinoparyphium recurvatum,,,NA,0,"array([ 10.38223267, -21.80450185])"
19489,Echinostoma callawayensis,,,Gastropoda,0,"array([  0.74123192, -33.86918149])"
19490,Leucochloridium actitis,,,Aves,0,"array([-5.9275538 ,  2.32376641])"
19491,Lyperosomum lari,,,Aves,0,"array([-1.93767767,  5.97951947])"
19492,Maritrema afanassjewi,,,NA,0,"array([ 28.64021428, -25.55498189])"
19493,Microphallus enhydrae,,,Mammalia,0,"array([13.03063889, 32.16313446])"
19494,Microphallus pirum,,,Mammalia,0,"array([ 9.44934959, 19.53156113])"
19495,Notocotylus attenuatus,,,Aves,0,"array([  4.99473996, -15.6031621 ])"
19496,Notocotylus filamentis,,,Mammalia,0,"array([ 10.26921956, -39.02144995])"
19497,Pachytrema calculus,,,NA,0,"array([ 5.14956013, -1.91344003])"
19498,Paralecithodendrium macnabi,,,Mammalia,0,"array([-35.10052744, -94.72464317])"
19499,Parorchis avitus,,,Aves,0,"array([-21.11354027,   6.8067287 ])"
19500,Parvatrema affinis,,,Aves,0,"array([2.52291258, 4.29403907])"
19501,Phocitrema fusiforme,,,Mammalia,0,"array([29.92618099, 20.2655885 ])"
19502,Plagioglyphe fastuosus,,,Aves,0,"array([ 4.84873528, -8.40633522])"
19503,Plagiorchis elegans,,,Aves,0,"array([ -3.33515423, -31.86874625])"
19504,Plagiorchis marii,,,Aves,0,"array([-7.83532061, -4.38704014])"
19505,Plagiorchis massino,,,Mammalia,0,"array([ 31.38297786, -34.3059093 ])"
19506,Plagiorchis morosovi,,,Aves,0,"array([-27.2775697,  -1.9423983])"
19507,Plagiorchis nanus,,,Aves,0,"array([-5.18311329, -5.68196366])"
19508,Plagiorchis ovoidalis,,,Aves,0,"array([-0.8881359 ,  1.50950531])"
19509,Plagiorchis proximus,,,Mammalia,0,"array([  8.21217608, -45.58089108])"
19510,Pricetrema zalophi,,,Mammalia,0,"array([23.13498658,  6.73331162])"
19511,Prosthodendrium alaskensis,,,Mammalia,0,"array([-39.13250635, -95.76678491])"
19512,Microtus oeconomicus,"Quinqueserialis quinqueserialis Barker & Laughlin, 1911",United States,Trematoda,1,"array([ 18.23739993, -49.48543866])"
19513,Quinqueserialis quinqueserialis,,,Mammalia,0,"array([ 11.78846161, -45.93407184])"
19514,Renicola kemahuri,,,Aves,0,"array([-10.94210329,  13.42247325])"
19515,Stichorchis subtriquetrus,,,Mammalia,0,"array([ 20.58238007, -41.7716256 ])"
19516,Tanaisia fedtschenkoi,,,NA,0,"array([-0.7379409, -6.5937025])"
19517,Diplodiscus subclavatus,,,NA,0,"array([  9.03385999, -34.98370347])"
19518,Opisthodiscus diplodiscoides,,,Amphibia,0,"array([  6.19330978, -37.95774271])"
19519,Alaria arisaemoides,,,Mammalia,0,"array([  9.50991944, -38.77951348])"
19520,Apatemon gracilis,,,Teleostei,0,"array([15.35196455, -5.63878045])"
19521,Crepidostomum isostomum,,,Teleostei,0,"array([20.1178819 , 10.56441301])"
19522,Cyclocoelum vanelli,,,Aves,0,"array([ -8.82382162, -11.84338938])"
19523,Dicrocoelium dendriticum,,,NA,0,"array([ 33.98810541, -57.90703642])"
19524,Diplostomum adamsi,,,Teleostei,0,"array([24.23760018, -0.09721084])"
19525,Echinostoma revolutum,,,Aves,0,"array([  9.38099782, -25.35600437])"
19526,Fascioloides magna,,,Mammalia,0,"array([ 35.29747109, -56.17474929])"
19527,Gorgoderina simplex,,,NA,0,"array([-16.61613344, -32.96189456])"
19528,Maritrema patulus,,,Aves,0,"array([-7.27607262, -7.50739163])"
19529,Metorchis conjunctus,,,Mammalia,0,"array([ 21.50774057, -24.36569127])"
19530,Microphallus nicolli,,,Mammalia,0,"array([  6.15304074, -15.97395557])"
19531,Microphallus pygmaeus,,,Gastropoda,0,"array([10.06436879,  9.02211381])"
19532,Oxyloma retusa,"Neoleucochloridium problematicum (Magath, 1920)",United States,Trematoda,1,"array([-43.99486384, -14.89900819])"
19533,Neoleucochloridium problematicum,,,NA,0,"array([-50.72063339, -12.99590076])"
19534,Odhneria odhneri,,,Mammalia,0,"array([-3.08487649, -8.27439636])"
19535,Physa gyrina,"Vasatrema robustum Stunkard, 1928",United States,Trematoda,1,"array([-16.5931274 , -19.97439934])"
19536,Ornithodiplostomum ptychocheilus,,,Teleostei,0,"array([13.92583362,  0.96963661])"
19537,Paramaritremopsis stunkardi,,,NA,0,"array([-14.63108645,   5.05479875])"
19538,Parorchis acanthus,,,Aves,0,"array([-3.26046174,  5.09038141])"
19539,Petasiger nitidus,,,Gastropoda,0,"array([ 6.07019644e-03, -7.15275182e+00])"
19540,Planorbella trivolvis,"Echinostoma trivolvis (Cort, 1914)",Wisconsin,Trematoda,1,"array([ -3.97845886, -21.20980065])"
19541,Stictodora hancocki,,,NA,0,"array([-10.48968614,  -0.8351144 ])"
19542,Tylodelphys podicipina,,,Teleostei,0,"array([21.4889108 ,  5.52506012])"
19543,Tylodelphys scheuringi,,,Teleostei,0,"array([21.74909709,  6.23863494])"
19544,Zygocotyle lunata,,,Aves,0,"array([ 10.17745642, -27.14774991])"
19545,Melanopsis praemorsa,"Szidatia joyeuxi (Hughes, 1929)",North Africa,Trematoda,1,"array([ 19.6186982 , -18.86862045])"
19546,Cercaria algerica,,,NA,0,"array([ 23.2188839 , -20.92424868])"
19547,Echinostoma deserticum,,,NA,0,"array([ 38.28085112, -52.2650376 ])"
19548,Bulinus truncatus,"Schistosoma haematobium (Bilharz, 1852)",Tunisia,Trematoda,1,"array([ 40.24936844, -45.1942488 ])"
19549,Nicolla gallica,,,Teleostei,0,"array([29.50792901, -2.43411416])"
19550,Szidatia joyeuxi,,,NA,0,"array([  9.82772103, -28.31740201])"
19551,Chrysichthys kingsleyae,"Clinostomum chrysichthys Dubois, 1930",Central Africa,Trematoda,1,"array([-335.97692467,  321.92826055])"
19552,Clinostomum chrysichthys,,,NA,0,"array([-335.60949048,  324.28240459])"
19553,Clarias angolensis,"Euclinostomum clarias (Dubois, 1929)",Central Africa,Trematoda,1,"array([131.63729816,  -9.69054864])"
19554,Euclinostomum clarias,,,Teleostei,0,"array([122.73695806,  -8.37681523])"
19555,Explanatum explanatum,,,Mammalia,0,"array([ 48.02012062, -55.66433916])"
19556,Gigantocotyle gigantocotyle,,,Mammalia,0,"array([ 67.66613037, -82.42166099])"
19557,Paramphistomum cervi,,,Mammalia,0,"array([ 38.98885784, -50.81679053])"
19558,Lepidonotothen macrophthalma,"Neolepidapedon magnatestis (Gaevskaja & Kovaleva, 1976)",Antarctic Ocean,Trematoda,1,"array([10.79336699, 66.41472894])"
19559,Boreascotia megavesicula,,,NA,0,"array([ 3.33564709, 78.97086002])"
19560,Lanicides vayssierei,Cercaria hartmanae,Antarctic Ocean,Trematoda,1,"array([139.86636208, 436.84735353])"
19561,Cercaria hartmanae,,,NA,0,"array([141.99587757, 434.93264222])"
19562,Cetitrema foliforme,,,Mammalia,0,"array([-0.80840735, 61.18739197])"
19563,Derogenes johnstoni,,,NA,0,"array([19.78163054, 44.73072956])"
19564,Artedidraco shackletoni,"Lepidapedon garrardi (Leiper & Atkinson, 1914)",Antarctic Ocean,Trematoda,1,"array([13.84756545, 51.80108426])"
19565,Paraliparis trilobodon,"Derogenes johnstoni Prudhoe & Bray, 1973",Antarctic Ocean,Trematoda,1,"array([ 6.7462545 , 57.97914549])"
19566,Calanus finmarchicus,"Derogenes varicus (Muller, 1784)",North Sea,Trematoda,1,"array([42.30767908, 34.47838986])"
19567,Centropages hamatus,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([52.05297634, 33.9875844 ])"
19568,Lernaeocera lusci,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([21.23566138, 40.50599137])"
19569,Euspira pulchella,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([35.21529078, 50.6275647 ])"
19570,Euspira catena,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([30.38544577, 45.1094013 ])"
19571,Cryptonatica affinis,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([53.69283272, 31.89819778])"
19572,Natica pallida,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([36.2126449, 48.7156006])"
19573,Pagurus pubescens,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([35.69128962, 51.37652764])"
19574,Paracalanus parvus,"Derogenes varicus (Muller, 1784)",Antarctic Ocean,Trematoda,1,"array([53.67523289, 34.07033906])"
